gpu_name,kernel_name,device,dtype,M,N,K,split_k_slices,swizzle,tb_m,tb_n,tb_k,iterations,warmup,status,error,latency_us,task_count,swizzle_log_tile,grid_m,grid_n,grid_k
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,33,2,Identity2,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '257', '--k', '33', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity2', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,33,2,Identity4,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '257', '--k', '33', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity4', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,65,1,Identity,128,128,32,10,2,ok,,7.5776,6,0,2,3,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,65,1,Identity2,128,128,32,10,2,ok,,7.5776,6,1,2,3,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,65,1,Identity4,128,128,32,10,2,ok,,7.4752,6,2,2,3,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,65,2,Identity,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '257', '--k', '65', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,65,2,Identity2,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '257', '--k', '65', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity2', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,65,2,Identity4,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '257', '--k', '65', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity4', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,127,1,Identity,128,128,32,10,2,ok,,9.1136,6,0,2,3,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,127,1,Identity2,128,128,32,10,2,ok,,9.0112,6,1,2,3,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,127,1,Identity4,128,128,32,10,2,ok,,9.0112,6,2,2,3,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,127,2,Identity,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '257', '--k', '127', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,127,2,Identity2,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '257', '--k', '127', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity2', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,127,2,Identity4,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '257', '--k', '127', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity4', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,129,1,Identity,128,128,32,10,2,ok,,9.728,6,0,2,3,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,129,1,Identity2,128,128,32,10,2,ok,,9.8304,6,1,2,3,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,129,1,Identity4,128,128,32,10,2,ok,,9.728,6,2,2,3,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,129,2,Identity,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '257', '--k', '129', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,129,2,Identity2,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '257', '--k', '129', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity2', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,129,2,Identity4,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '257', '--k', '129', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity4', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,255,1,Identity,128,128,32,10,2,ok,,14.1312,6,0,2,3,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,255,1,Identity2,128,128,32,10,2,ok,,13.7216,6,1,2,3,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,255,1,Identity4,128,128,32,10,2,ok,,13.824,6,2,2,3,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,255,2,Identity,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '257', '--k', '255', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,255,2,Identity2,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '257', '--k', '255', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity2', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,257,255,2,Identity4,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '257', '--k', '255', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity4', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,33,1,Identity,128,128,32,10,2,ok,,6.5536,18,0,2,9,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,33,1,Identity2,128,128,32,10,2,ok,,6.3488,18,1,2,9,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,33,1,Identity4,128,128,32,10,2,ok,,6.144,18,2,2,9,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,33,2,Identity,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '1025', '--k', '33', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,33,2,Identity2,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '1025', '--k', '33', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity2', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,33,2,Identity4,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '1025', '--k', '33', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity4', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,65,1,Identity,128,128,32,10,2,ok,,7.3728,18,0,2,9,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,65,1,Identity2,128,128,32,10,2,ok,,7.4752,18,1,2,9,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,65,1,Identity4,128,128,32,10,2,ok,,7.2704,18,2,2,9,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,65,2,Identity,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '1025', '--k', '65', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,65,2,Identity2,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '1025', '--k', '65', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity2', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,65,2,Identity4,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '1025', '--k', '65', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity4', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,127,1,Identity,128,128,32,10,2,ok,,9.1136,18,0,2,9,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,127,1,Identity2,128,128,32,10,2,ok,,10.24,18,1,2,9,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,127,1,Identity4,128,128,32,10,2,ok,,9.216,18,2,2,9,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,127,2,Identity,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '1025', '--k', '127', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,127,2,Identity2,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '1025', '--k', '127', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity2', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,127,2,Identity4,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '1025', '--k', '127', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity4', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,129,1,Identity,128,128,32,10,2,ok,,9.728,18,0,2,9,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,129,1,Identity2,128,128,32,10,2,ok,,9.728,18,1,2,9,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,129,1,Identity4,128,128,32,10,2,ok,,10.9568,18,2,2,9,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,129,2,Identity,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '1025', '--k', '129', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,129,2,Identity2,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '1025', '--k', '129', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity2', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,129,2,Identity4,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '1025', '--k', '129', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity4', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,255,1,Identity,128,128,32,10,2,ok,,13.7216,18,0,2,9,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,255,1,Identity2,128,128,32,10,2,ok,,13.7216,18,1,2,9,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,255,1,Identity4,128,128,32,10,2,ok,,13.824,18,2,2,9,1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,255,2,Identity,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '1025', '--k', '255', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,255,2,Identity2,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '1025', '--k', '255', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity2', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,129,1025,255,2,Identity4,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '129', '--n', '1025', '--k', '255', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity4', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,33,1,Identity,128,128,32,10,2,ok,,6.24,4,0,2,2,1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,33,1,Identity2,128,128,32,10,2,ok,,6.144,4,1,2,2,1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,33,1,Identity4,128,128,32,10,2,ok,,6.8608,4,1,2,2,1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,33,2,Identity,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '130', '--n', '129', '--k', '33', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,33,2,Identity2,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '130', '--n', '129', '--k', '33', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity2', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,33,2,Identity4,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '130', '--n', '129', '--k', '33', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity4', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,65,1,Identity,128,128,32,10,2,ok,,7.3728,4,0,2,2,1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,65,1,Identity2,128,128,32,10,2,ok,,7.2704,4,1,2,2,1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,65,1,Identity4,128,128,32,10,2,ok,,7.3728,4,1,2,2,1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,65,2,Identity,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '130', '--n', '129', '--k', '65', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,65,2,Identity2,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '130', '--n', '129', '--k', '65', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity2', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,65,2,Identity4,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '130', '--n', '129', '--k', '65', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity4', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,127,1,Identity,128,128,32,10,2,ok,,9.0112,4,0,2,2,1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,127,1,Identity2,128,128,32,10,2,ok,,9.216,4,1,2,2,1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,127,1,Identity4,128,128,32,10,2,ok,,9.9328,4,1,2,2,1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,127,2,Identity,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '130', '--n', '129', '--k', '127', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,127,2,Identity2,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '130', '--n', '129', '--k', '127', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity2', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,127,2,Identity4,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '130', '--n', '129', '--k', '127', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity4', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,129,1,Identity,128,128,32,10,2,ok,,9.728,4,0,2,2,1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,129,1,Identity2,128,128,32,10,2,ok,,9.728,4,1,2,2,1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,129,1,Identity4,128,128,32,10,2,ok,,9.7248,4,1,2,2,1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,129,2,Identity,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '130', '--n', '129', '--k', '129', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,129,2,Identity2,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '130', '--n', '129', '--k', '129', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity2', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,129,2,Identity4,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '130', '--n', '129', '--k', '129', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity4', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,255,1,Identity,128,128,32,10,2,ok,,14.0256,4,0,2,2,1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,255,1,Identity2,128,128,32,10,2,ok,,13.824,4,1,2,2,1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,255,1,Identity4,128,128,32,10,2,ok,,14.5408,4,1,2,2,1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,255,2,Identity,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '130', '--n', '129', '--k', '255', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,255,2,Identity2,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '130', '--n', '129', '--k', '255', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity2', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,129,255,2,Identity4,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '130', '--n', '129', '--k', '255', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity4', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,130,33,1,Identity,128,128,32,10,2,ok,,6.2464,4,0,2,2,1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,130,33,1,Identity2,128,128,32,10,2,ok,,6.2464,4,1,2,2,1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,130,33,1,Identity4,128,128,32,10,2,ok,,6.4512,4,1,2,2,1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,130,33,2,Identity,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '130', '--n', '130', '--k', '33', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,130,33,2,Identity2,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '130', '--n', '130', '--k', '33', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity2', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,130,33,2,Identity4,128,128,32,10,2,error,"Command '['/home/sdu/zhangzhisen/GemmSim/Synperf/.cache/cutlass_gemm_bench', '--device', '0', '--m', '130', '--n', '130', '--k', '33', '--tb-m', '128', '--tb-n', '128', '--tb-k', '32', '--split-k', '2', '--swizzle', 'Identity4', '--iterations', '10', '--warmup', '2']' returned non-zero exit status 7.",,-1,-1,-1,-1,-1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,130,65,1,Identity,128,128,32,10,2,ok,,7.4752,4,0,2,2,1
RTX 4090,cutlass_tensorop_gemm,0,f16,130,130,65,1,Identity2,128,128,32,10,2,ok,,7.2704,4,1,2,2,1
